Name,Right Ascension,Declination,Apparent Magnitude,Constellation
7 Pici Autrini,21 36 48.75,-33 02 52.4,6.1,Pici Autrinu
19 Pici Autrini,22 42 22.08,-29 21 39.6,6.12,Pici Autrinu
HD 211291,22 16 37.44,-25 53 53.3,6.14,Pici Autrinu
HD 217096,22 58 35.01,-35 31 22.6,6.15,Pici Autrinu
HD 210739,22 12 57.50,-26 19 39.8,6.19,Pici Autrinu
HD 205872,21 39 06.07,-33 40 43.5,6.28,Pici Autrinu
HD 215669,22 47 19.21,-34 09 42.4,6.28,Pici Autrinu
HD 214599,22 39 44.12,-28 19 32.0,6.3,Pici Autrinu
HD 217358,23 00 24.58,-25 37 36.3,6.3,Pici Autrinu
HD 215782,22 47 56.13,-25 54 42.3,6.31,Pici Autrinu
HD 216042,22 49 59.25,-32 48 19.4,6.34,Pici Autrinu
HD 210111,22 08 42.63,-33 07 32.7,6.37,Pici Autrinu
HD 208285,21 55 55.60,-30 36 21.1,6.41,Pici Autrinu
HD 205265,21 34 52.99,-29 41 45.9,6.42,Pici Autrinu
Zeta Pici Autrini,22 30 53.75,-26 04 24.8,6.43,Pici Autrinu
HD 210300,22 10 00.13,-28 17 33.0,6.44,Pici Autrinu
13 Pici Autrini,22 04 23.83,-29 54 59.5,6.45,Pici Autrinu
HD 214462,22 38 44.70,-28 44 53.5,6.46,Pici Autrinu
TW Pici Autrini,22 56 23.83,-31 33 54.6,6.48,Pici Autrinu
5 Pici Autrini,21 29 03.73,-31 14 18.7,6.52,Pici Autrinu
Lacaille 9352,23 05 52.04,-35 51 11.1,7.34,Pici Autrinu
HD 216770,22 55 53.70,-26 39 31.6,8.1,Pici Autrinu
HD 205739,21 38 08.41,-31 44 14.9,8.56,Pici Autrinu
HD 207832,21 52 36.0,-26 01 36,8.79,Pici Autrinu
RW Pici Autrini,22 09 46.92,-27 04 01.7,11.16,Pici Autrinu
WAP-124,22 10 51.0,-30 44 58,12.7,Pici Autrinu
WAP-112,22 37 57.0,-35 09 14,13.3,Pici Autrinu
Zeta Puppi,08 03 35.07,-40 00 11.5,2.21,Puppi
Pi Puppi,07 17 08.56,-37 05 51.0,2.71,Puppi
Rho Puppi,08 07 32.70,-24 18 16.0,2.83,Puppi
Tau Puppi,06 49 56.14,-50 36 51.8,2.94,Puppi
Nu Puppi,06 37 45.67,-43 11 45.3,3.17,Puppi
iga Puppi,07 29 13.88,-43 18 06.8,3.25,Puppi
Xi Puppi,07 49 17.66,-24 51 35.2,3.34,Puppi
C Puppi,07 45 15.30,-37 58 07.0,3.62,Puppi
HD 64440,07 52 13.05,-40 34 32.9,3.71,Puppi
3 Puppi,07 43 48.47,-28 57 17.4,3.94,Puppi
HD 63922,07 49 14.30,-46 22 23.6,4.1,Puppi
11 Puppi,07 56 51.56,-22 52 48.5,4.2,Puppi
HD 64760,07 53 18.16,-48 06 10.6,4.22,Puppi
Oicron Puppi,07 48 05.17,-25 56 13.8,4.4,Puppi
16 Puppi,08 09 01.64,-19 14 42.0,4.4,Puppi
L2 Puppi,07 13 32.23,-44 38 25.9,4.42,Puppi
HD 69142,08 14 02.89,-40 20 51.8,4.42,Puppi
N Puppi,08 11 21.50,-39 37 06.8,4.44,Puppi
HD 70060,08 18 33.39,-36 39 34.3,4.44,Puppi
HD 60532,07 34 03.18,-22 17 45.8,4.46,Puppi
V Puppi,07 58 14.44,-49 14 41.7,4.47,Puppi
QW Puppi,07 12 33.74,-46 45 34.4,4.49,Puppi
QZ Puppi,07 52 38.65,-38 51 46.2,4.49,Puppi
K Puppi,07 38 49.88,-26 48 14.0,4.5,Puppi
HD 61330,07 37 22.12,-34 58 06.9,4.53,Puppi
HD 65810,07 59 52.06,-18 23 56.9,4.61,Puppi
K Puppi,07 38 49.80,-26 48 13.0,4.62,Puppi
1 Puppi,07 43 32.40,-28 24 39.4,4.63,Puppi
HD 64740,07 53 03.64,-49 36 47.1,4.63,Puppi
NV Puppi,07 18 18.40,-36 44 02.3,4.65,Puppi
HD 59890,07 30 42.61,-30 57 44.2,4.65,Puppi
HD 60863,07 35 22.94,-28 22 09.4,4.65,Puppi
PU Puppi,07 38 18.05,-25 21 53.2,4.69,Puppi
HD 63744,07 48 20.25,-47 04 39.1,4.69,Puppi
19 Puppi,08 11 16.32,-12 55 37.3,4.72,Puppi
HD 68601,08 11 25.90,-42 59 14.2,4.73,Puppi
HD 56456,07 14 38.14,-48 16 18.9,4.75,Puppi
HD 65456,07 57 40.11,-30 20 04.5,4.76,Puppi
X Puppi,08 13 29.52,-35 53 58.4,4.78,Puppi
KQ Puppi,07 33 47.97,-14 31 26.0,4.82,Puppi
HD 54893,07 08 51.08,-39 39 20.4,4.83,Puppi
HD 70555,08 21 23.03,-33 03 15.7,4.83,Puppi
HD 61831,07 39 27.35,-38 18 29.0,4.84,Puppi
HD 59612,07 29 51.41,-23 01 27.5,4.85,Puppi
OU Puppi,07 13 13.37,-45 10 57.1,4.87,Puppi
HD 53811,07 03 53.66,-49 35 03.3,4.92,Puppi
HD 51799,06 56 15.99,-48 43 16.2,4.94,Puppi
HD 61772,07 40 23.21,-15 15 49.9,4.98,Puppi
HD 50235,06 50 52.35,-34 22 02.4,4.99,Puppi
20 Puppi,08 13 19.98,-15 47 17.6,4.99,Puppi
4 Puppi,07 45 56.88,-14 33 49.8,5.03,Puppi
Y Puppi,06 38 37.63,-48 13 12.8,5.05,Puppi
HD 60584,07 34 18.67,-23 28 25.2,5.06,Puppi
HD 52092,06 58 25.11,-34 06 42.2,5.07,Puppi
HD 65551,07 57 18.43,-44 06 35.6,5.08,Puppi
12 Puppi,07 59 05.72,-23 18 37.4,5.09,Puppi
O Puppi,08 13 58.32,-36 19 20.3,5.09,Puppi
NW Puppi,07 18 38.19,-36 44 33.9,5.11,Puppi
W Puppi,07 43 41.83,-40 56 00.0,5.12,Puppi
X Puppi,06 49 54.62,-46 36 55.7,5.14,Puppi
HD 65685,07 57 51.73,-45 34 39.9,5.14,Puppi
9 Puppi,07 51 46.34,-13 53 49.9,5.16,Puppi
6 Puppi,07 49 41.17,-17 13 41.2,5.17,Puppi
HD 53704,07 04 02.81,-42 20 14.8,5.2,Puppi
HD 57240,07 18 33.52,-39 12 37.1,5.24,Puppi
Z Puppi,08 04 16.19,-32 40 29.4,5.25,Puppi
HD 49591,06 47 21.41,-37 55 46.8,5.27,Puppi
HD 55719,07 12 15.82,-40 29 55.6,5.3,Puppi
HD 59635,07 29 05.71,-38 48 43.6,5.41,Puppi
OW Puppi,07 33 51.05,-36 20 18.2,5.42,Puppi
5 Puppi,07 47 56.78,-12 11 34.4,5.48,Puppi
V336 Puppi,08 02 44.79,-41 18 35.5,5.52,Puppi
18 Puppi,08 10 39.98,-13 47 57.7,5.53,Puppi
HD 53705,07 03 57.40,-43 36 32.3,5.56,Puppi
V390 Puppi,07 44 34.17,-24 40 26.7,5.62,Puppi
V378 Puppi,07 36 03.90,-14 29 34.0,5.66,Puppi
Y Puppi,07 38 18.21,-48 36 05.2,5.68,Puppi
PT Puppi,07 36 41.04,-19 42 08.5,5.69,Puppi
HD 61391,07 36 43.93,-48 49 48.6,5.69,Puppi
10 Puppi,07 52 18.88,-14 50 46.2,5.69,Puppi
PR Puppi,07 14 46.03,-46 50 58.8,5.72,Puppi
HD 61878,07 39 43.83,-38 08 21.6,5.73,Puppi
HD 45572,06 25 43.66,-48 10 36.7,5.76,Puppi
HD 61899,07 39 47.88,-38 15 38.4,5.76,Puppi
HD 61641,07 38 43.90,-36 29 48.6,5.78,Puppi
HD 54475,07 07 07.09,-40 53 35.9,5.8,Puppi
Q Puppi,07 49 12.87,-46 51 27.9,5.82,Puppi
HD 57197,07 18 04.26,-43 59 12.4,5.86,Puppi
HD 60585,07 34 19.10,-23 28 29.0,5.87,Puppi
V392 Puppi,07 46 10.56,-37 56 01.3,5.87,Puppi
HD 41742/41700,06 04 40.17,-45 04 46.4,5.93,Puppi
V363 Puppi,07 12 25.83,-36 32 39.8,5.94,Puppi
V397 Puppi,07 49 14.65,-35 14 35.9,5.94,Puppi
HD 69830,08 18 23.78,-12 37 47.2,5.95,Puppi
V438 Puppi,08 24 57.22,-42 46 11.5,5.97,Puppi
V468 Puppi,07 39 57.99,-37 34 45.9,5.99,Puppi
QU Puppi,07 51 40.36,-42 53 17.6,6.05,Puppi
2 Puppi,07 45 29.14,-14 41 25.7,6.06,Puppi
14 Puppi,08 04 41.42,-19 43 41.4,6.12,Puppi
PY Puppi,08 00 28.97,-48 52 18.4,6.13,Puppi
22 Puppi,08 22 46.87,-13 03 16.8,6.13,Puppi
V368 Puppi,07 24 47.36,-37 17 28.5,6.14,Puppi
T Puppi,07 48 08.55,-40 39 08.3,6.14,Puppi
V339 Puppi,06 46 12.16,-37 46 31.3,6.19,Puppi
V376 Puppi,07 33 13.17,-40 03 30.7,6.27,Puppi
PX Puppi,07 56 22.72,-30 17 04.3,6.28,Puppi
QY Puppi,07 47 38.53,-15 59 26.5,6.31,Puppi
NP Puppi,06 54 26.68,-42 21 56.2,6.32,Puppi
21 Puppi,08 17 23.14,-16 17 06.3,6.32,Puppi
OX Puppi,07 47 05.77,-39 19 51.7,6.33,Puppi
HD 41742/41700,06 04 28.51,-45 02 13.9,6.35,Puppi
PQ Puppi,08 08 37.65,-37 40 52.5,6.36,Puppi
8 Puppi,07 51 40.88,-12 49 09.8,6.37,Puppi
V420 Puppi,08 08 19.36,-23 37 04.0,6.49,Puppi
2 Puppi,07 45 28.74,-14 41 10.0,7.03,Puppi
HD 70642,08 21 28.14,-39 42 19.5,7.18,Puppi
HD 50499,06 52 02,-33 54 56,7.22,Puppi
HD 48265,06 40 01.73,-48 32 31.0,8.07,Puppi
NGC 2423-3,07 37 09,-13 54 24,9.45,Puppi
WAP-121,07 10 24.0,-39 05 51,10.4,Puppi
WAP-122,07 13 12.0,-42 24 35,11.0,Puppi
Alpha Pyxidi,08 43 35.55,-33 11 11.1,3.68,Pyxi
Beta Pyxidi,08 40 06.14,-35 18 29.9,3.97,Pyxi
Gaa Pyxidi,08 50 32.01,-27 42 36.2,4.02,Pyxi
Kappa Pyxidi,09 08 02.86,-25 51 30.7,4.62,Pyxi
Theta Pyxidi,09 21 29.60,-25 57 55.5,4.71,Pyxi
Labda Pyxidi,09 23 12.34,-28 50 02.1,4.71,Pyxi
Zeta Pyxidi,08 39 42.49,-29 33 39.1,4.86,Pyxi
Delta Pyxidi,08 55 31.52,-27 40 53.9,4.87,Pyxi
HD 73752,08 39 08.07,-22 39 46.5,5.05,Pyxi
HD 75605,08 49 51.50,-32 46 49.5,5.19,Pyxi
Eta Pyxidi,08 37 52.17,-26 15 17.9,5.24,Pyxi
HD 72310,08 31 30.94,-19 34 38.8,5.42,Pyxi
Epilon Pyxidi,09 09 56.41,-30 21 55.0,5.59,Pyxi
HD 72227,08 30 28.62,-32 09 33.4,5.61,Pyxi
HD 74824,08 44 51.93,-37 08 50.1,5.74,Pyxi
XY Pyxidi,08 27 59.43,-35 06 49.6,5.75,Pyxi
HD 75629,08 50 02.24,-29 27 46.8,5.86,Pyxi
HD 73072,08 35 28.72,-26 50 36.7,5.95,Pyxi
HD 74879,08 45 49.30,-25 23 17.2,6.07,Pyxi
HD 74706,08 44 55.16,-21 10 04.2,6.1,Pyxi
HD 73900,08 39 22.21,-36 36 24.5,6.12,Pyxi
HD 81753,09 26 44.91,-28 47 15.7,6.12,Pyxi
HD 78676,09 08 43.56,-26 46 03.5,6.15,Pyxi
HD 75649,08 50 21.65,-28 37 03.4,6.17,Pyxi
HD 72626,08 33 04.85,-24 36 24.8,6.19,Pyxi
HD 77361,09 01 11.40,-26 39 48.9,6.2,Pyxi
HD 77087,08 59 15.85,-28 48 21.9,6.24,Pyxi
HD 73603,08 38 40.29,-19 44 12.9,6.32,Pyxi
HD 71622,08 27 16.43,-31 40 21.8,6.33,Pyxi
AI Pyxidi,08 46 49.25,-34 37 22.7,6.33,Pyxi
VX Pyxidi,08 32 58.51,-34 38 02.6,6.36,Pyxi
HD 72673,08 32 52.26,-31 30 09.7,6.38,Pyxi
HD 79456,09 13 21.53,-29 39 51.9,6.38,Pyxi
HD 76512,08 55 55.93,-23 49 06.3,6.39,Pyxi
HD 72913,08 34 29.73,-27 05 53.5,6.4,Pyxi
HD 80590,09 19 47.94,-34 06 11.9,6.4,Pyxi
HD 72954,08 34 31.95,-32 35 54.2,6.41,Pyxi
HD 76072,08 52 38.70,-36 32 43.2,6.41,Pyxi
HD 74475,08 42 57.01,-35 56 36.1,6.42,Pyxi
AK Pyxidi,08 48 14.63,-28 38 19.6,6.42,Pyxi
HD 75495,08 49 44.94,-21 02 53.9,6.48,Pyxi
HD 76001,08 52 26.14,-32 30 33.5,6.49,Pyxi
HD 71815,08 28 36.06,-23 04 15.5,6.5,Pyxi
TY Pyxidi,08 59 42.72,-27 48 58.7,6.87,Pyxi
HD 73256,08 36 23.02,-30 02 15.5,8.08,Pyxi
HD 77338,09 01 00.0,-24 28 23,8.63,Pyxi
HD 73267,08 36 17.78,-34 27 35.9,8.9,Pyxi
RZ Pyxidi,08 52 04.40,-27 29 01.5,9.17,Pyxi
R Pyxidi,08 45 30.70,-28 12 02.8,10.4,Pyxi
XX Pyxidi,08 58 39.04,-24 35 10.6,11.49,Pyxi
Gliee 317,08 40 59.21,-23 27 22.6,11.98,Pyxi
T Pyxidi,09 04 41.50,-32 22 47.5,15.5,Pyxi
Alpha Reticuli,04 14 25.43,-62 28 26.3,3.33,Reticulu
Beta Reticuli,03 44 11.55,-64 48 25.5,3.84,Reticulu
Epilon Reticuli,04 16 29.08,-59 18 06.3,4.44,Reticulu
Gaa Reticuli,04 00 53.81,-62 09 33.7,4.48,Reticulu
Delta Reticuli,03 58 44.74,-61 24 00.5,4.56,Reticulu
Kappa Reticuli,03 29 22.19,-62 56 18.4,4.71,Reticulu
Iota Reticuli,04 01 18.07,-61 04 44.6,4.97,Reticulu
Zeta Reticuli,03 18 11.14,-62 30 28.6,5.24,Reticulu
Eta Reticuli,04 21 53.22,-63 23 12.5,5.24,Reticulu
HD 27304,04 14 48.55,-62 11 31.4,5.45,Reticulu
Zeta Reticuli,03 17 44.47,-62 34 36.8,5.53,Reticulu
HD 28732,04 27 46.04,-62 31 16.4,5.74,Reticulu
HD 29399,04 33 34.10,-62 49 25.1,5.79,Reticulu
HD 22252,03 30 51.68,-66 29 23.0,5.81,Reticulu
Theta Reticuli,04 17 40.27,-63 15 19.8,5.88,Reticulu
HD 28413,04 25 05.36,-61 14 17.7,5.94,Reticulu
HD 20888,03 17 58.99,-66 55 36.8,6.03,Reticulu
HD 25346,03 58 42.87,-57 06 08.6,6.05,Reticulu
HD 25170,03 56 03.90,-63 27 49.8,6.14,Reticulu
HD 23697,03 44 33.86,-54 16 27.1,6.29,Reticulu
TT Reticuli,04 16 20.92,-60 56 54.8,6.34,Reticulu
HD 26491,04 07 21.29,-64 13 23.2,6.37,Reticulu
HD 22382,03 32 51.46,-61 01 01.2,6.42,Reticulu
HD 23079,03 39 43.10,-52 54 57.0,7.1,Reticulu
HD 25171,03 55 49,-65 11 12,7.79,Reticulu
HD 21693,03 27 12,-58 19 25,7.94,Reticulu
HD 23127,03 39 23.64,-60 04 40.2,8.56,Reticulu
R Reticuli,04 33 32.83,-63 01 45.0,9.23,Reticulu
HD 27894,04 20 47.05,-59 24 39.0,9.42,Reticulu
WAP-100,04 35 50.0,-64 01 37,10.8,Reticulu
WAP-119,03 43 46.0,-65 11 38,12.2,Reticulu
NGC 1313 X-2,03 18 22.00,-66 36 04.3,23.6,Reticulu
Gaa agittae,19 58 45.39,+19 29 31.5,3.51,agitta
Delta agittae,19 47 23.27,+18 32 03.3,3.82,agitta
Delta agittae,19 47 23.10,+18 32 01.0,3.8,agitta
Alpha agittae,19 40 05.78,+18 00 50.2,4.39,agitta
Beta agittae,19 41 02.93,+17 28 34.0,4.39,agitta
Zeta agittae,19 48 58.65,+19 08 31.1,5.01,agitta
Eta agittae,20 05 09.47,+19 59 27.2,5.09,agitta
13 agittae,20 00 03.31,+17 30 59.5,5.33,agitta
11 agittae,19 57 45.44,+16 47 20.8,5.54,agitta
1 agittae,19 15 17.34,+21 13 55.6,5.65,agitta
Epilon agittae,19 37 17.38,+16 27 46.0,5.67,agitta
 agittae,19 56 01.26,+16 38 05.3,5.71,agitta
15 agittae,20 04 06.47,+17 04 16.2,5.8,agitta
HD 193579,20 20 21.40,+17 47 34.8,5.82,agitta
HD 190211,20 03 16.39,+18 30 03.7,5.99,agitta
HD 180242,19 15 02.69,+20 12 11.3,6.03,agitta
HD 178428,19 07 57.28,+16 51 14.9,6.08,agitta
HD 177199,19 02 52.62,+19 39 39.7,6.11,agitta
18 agittae,20 16 19.78,+21 35 55.5,6.11,agitta
9 agittae,19 52 21.77,+18 40 18.8,6.23,agitta
HD 191814,20 11 03.53,+21 08 04.2,6.24,agitta
2 agittae,19 24 22.08,+16 56 15.9,6.27,agitta
V340 agittae,19 39 25.34,+16 34 16.1,6.37,agitta
V344 agittae,20 08 06.50,+16 39 51.7,6.39,agitta
HD 180377,19 15 33.37,+18 30 58.8,6.46,agitta
HD 176776,19 01 05.43,+19 18 34.6,6.47,agitta
U agittae,19 18 48.41,+19 36 37.7,6.5,agitta
Theta agittae,20 09 56.61,+20 54 53.2,6.51,agitta
V338 agittae,19 12 34.45,+16 50 47.1,6.69,agitta
3 agittae,19 24 45.39,+16 57 25.4,6.84,agitta
HD 183143,19 27 26.56,+18 17 45.2,6.86,agitta
Theta agittae,20 09 52.30,+20 53 47.0,8.9,agitta
HD 231701,19 32 04.16,+16 28 27.4,8.99,agitta
R agittae,20 14 03.75,+16 43 35.1,9.2,agitta
FG agittae,20 11 56.06,+20 20 04.4,9.45,agitta
V agittae,20 18 02.00,+20 56 39.0,9.6,agitta
GY agittae,19 35 13.63,+19 12 08.6,9.84,agitta
HAT-P-34,20 12 47,+17 37 41.2,10.16,agitta
V agittae,19 08 11.77,+16 43 35.1,10.3,agitta
HD 187282,19 48 32.20,+18 12 03.7,10.51,agitta
QW agittae,19 45 49.54,+18 36 47.8,11.0,agitta
H agittae,19 41 57.09,+16 44 39.9,11.1,agitta
WR 124,19 11 30.88,+16 51 38.2,11.12,agitta
RZ agittae,20 03 18.47,+17 02 51.9,12.3,agitta
QY agittae,20 07 54.62,+18 42 54.5,12.37,agitta
UU agittae,19 42 10.30,+17 05 14.4,14.67,agitta
WZ agittae,20 07 36.50,+17 42 14.8,15.2,agitta
Black Widow Pular,19 59 36.77,+20 48 15.1,20.4,agitta
Epilon agittarii,18 24 10.35,-34 23 03.5,1.79,agittariu
iga agittarii,18 55 15.92,-26 17 47.7,2.05,agittariu
Zeta agittarii,19 02 36.72,-29 52 48.4,2.6,agittariu
Delta agittarii,18 20 59.62,-29 49 40.9,2.72,agittariu
Labda agittarii,18 27 58.27,-25 25 16.5,2.82,agittariu
Pi agittarii,19 09 45.83,-21 01 24.7,2.88,agittariu
Gaa2 agittarii,18 05 48.52,-30 25 25.1,2.98,agittariu
Eta agittarii,18 17 37.73,-36 45 40.6,3.1,agittariu
Phi agittarii,18 45 39.35,-26 59 26.8,3.17,agittariu
Tau agittarii,19 06 56.44,-27 40 11.3,3.32,agittariu
Xi2 agittarii,18 57 43.78,-21 06 23.8,3.52,agittariu
Oicron agittarii,19 04 40.93,-21 44 28.9,3.76,agittariu
u agittarii,18 13 45.81,-21 03 31.8,3.84,agittariu
Rho1 agittarii,19 21 40.38,-17 50 50.1,3.92,agittariu
Beta1 agittarii,19 22 38.29,-44 27 32.1,3.96,agittariu
Alpha agittarii,19 23 53.15,-40 36 56.3,3.96,agittariu
Iota agittarii,19 55 15.68,-41 52 06.3,4.12,agittariu
Beta2 agittarii,19 23 13.06,-44 47 58.7,4.27,agittariu
Theta1 agittarii,19 59 44.17,-35 16 34.5,4.37,agittariu
62 agittarii,20 02 39.46,-27 42 35.6,4.43,agittariu
Upilon agittarii,19 21 43.62,-15 57 18.0,4.52,agittariu
X agittarii,17 47 33.63,-27 49 50.7,4.53,agittariu
59 agittarii,19 56 56.82,-27 10 11.5,4.54,agittariu
HD 165634,18 08 04.96,-28 27 25.3,4.55,agittariu
52 agittarii,19 36 42.39,-24 53 00.8,4.59,agittariu
W agittarii,18 05 01.22,-29 34 48.3,4.66,agittariu
HD 167818,18 18 03.19,-27 02 33.5,4.66,agittariu
Oega agittarii,19 55 50.23,-26 17 58.9,4.7,agittariu
4 agittarii,17 59 47.56,-23 48 57.6,4.74,agittariu
HD 189831,20 03 33.41,-37 56 25.8,4.77,agittariu
21 agittarii,18 25 21.04,-20 32 29.8,4.81,agittariu
60 agittarii,19 58 57.18,-26 11 45.0,4.84,agittariu
HD 172910,18 44 19.36,-35 38 30.9,4.86,agittariu
Nu1 agittarii,18 54 10.18,-22 44 41.4,4.86,agittariu
Pi agittarii,19 15 32.40,-25 15 23.8,4.86,agittariu
56 agittarii,19 46 21.82,-19 45 39.2,4.87,agittariu
43 agittarii,19 17 38.09,-18 57 10.4,4.88,agittariu
11 agittarii,18 11 43.33,-23 42 04.2,4.96,agittariu
HD 190056,20 04 19.56,-32 03 22.6,4.99,agittariu
Nu2 agittarii,18 55 07.07,-22 40 16.5,5.0,agittariu
61 agittarii,19 57 57.02,-15 29 28.5,5.01,agittariu
Xi1 agittarii,18 57 20.48,-20 39 22.8,5.02,agittariu
Chi1 agittarii,19 25 16.45,-24 30 30.4,5.02,agittariu
55 agittarii,19 42 31.09,-16 07 26.3,5.06,agittariu
29 agittarii,18 49 40.11,-20 19 29.1,5.22,agittariu
15 agittarii,18 15 12.91,-20 43 41.8,5.29,agittariu
54 agittarii,19 40 43.34,-16 17 35.3,5.3,agittariu
Theta2 agittarii,19 59 51.28,-34 41 51.5,5.3,agittariu
V3961 agittarii,19 51 50.59,-39 52 27.6,5.32,agittariu
HR 7703,20 11 11.61,-36 05 50.6,5.32,agittariu
V4050 agittarii,18 22 53.08,-36 40 10.2,5.33,agittariu
7 agittarii,18 02 51.10,-24 16 56.7,5.37,agittariu
28 agittarii,18 46 20.59,-22 23 31.9,5.37,agittariu
Chi3 agittarii,19 25 29.67,-23 57 44.7,5.45,agittariu
14 agittarii,18 14 15.91,-21 42 47.2,5.49,agittariu
24 agittarii,18 33 53.49,-24 01 56.2,5.49,agittariu
32 G. agittarii,18 07 48.40,-17 09 15.5,5.52,agittariu
V4024 agittarii,19 08 16.70,-19 17 25.0,5.56,agittariu
50 agittarii,19 26 19.13,-21 46 36.1,5.57,agittariu
18 agittarii,18 25 01.51,-30 45 23.0,5.58,agittariu
Kappa1 agittarii,20 22 27.48,-42 02 57.7,5.6,agittariu
51 agittarii,19 36 01.65,-24 43 08.5,5.64,agittariu
Kappa2 agittarii,20 23 53.19,-42 25 22.5,5.64,agittariu
HD 189245,20 00 20.16,-33 42 09.9,5.65,agittariu
33 agittarii,18 54 00.09,-21 21 35.3,5.68,agittariu
63 agittarii,20 01 58.58,-13 38 14.1,5.69,agittariu
Y agittarii,18 21 22.99,-18 51 35.9,5.76,agittariu
Rho2 agittarii,19 21 50.83,-18 18 29.4,5.84,agittariu
HD 172051,18 38 53.45,-21 03 05.4,5.85,agittariu
57 agittarii,19 52 12.01,-19 02 41.5,5.88,agittariu
9 agittarii,18 03 52.44,-24 21 38.6,5.89,agittariu
V4089 agittarii,19 34 08.48,-40 02 04.7,5.89,agittariu
HD 169830,18 27 49.48,-29 49 00.8,5.9,agittariu
116 G. agittarii,18 56 00.67,-23 10 25.4,5.91,agittariu
180 G. agittarii,19 25 04.05,-29 18 33.2,5.91,agittariu
83 G. agittarii,18 37 54.43,-21 23 51.2,5.93,agittariu
138 G. agittarii,19 05 41.18,-15 39 37.4,5.93,agittariu
29 G. agittarii,18 06 23.64,-36 01 11.3,5.94,agittariu
260 G. agittarii,20 00 15.92,-37 42 06.2,5.95,agittariu
16 agittarii,18 15 12.97,-20 23 16.7,5.96,agittariu
132 G. agittarii,19 03 03.80,-19 14 44.4,5.96,agittariu
218 G. agittarii,19 40 07.15,-23 25 44.6,5.97,agittariu
25 G. agittarii,18 04 50.39,-35 54 04.9,5.98,agittariu
13 G. agittarii,17 58 39.05,-28 45 32.7,5.99,agittariu
141 G. agittarii,19 06 52.12,-16 13 45.2,6.0,agittariu
264 G. agittarii,20 01 23.84,-22 44 14.2,6.01,agittariu
R agittarii,18 17 36.25,-34 06 26.0,6.03,agittariu
179 G. agittarii,19 24 30.17,-27 51 57.3,6.03,agittariu
233 G. agittarii,19 49 11.53,-28 47 19.4,6.04,agittariu
V4387 agittarii,18 15 30.76,-18 39 41.7,6.05,agittariu
140 G. agittarii,19 07 30.84,-28 38 12.4,6.05,agittariu
295 G. agittarii,20 25 48.01,-40 47 45.5,6.08,agittariu
121 G. agittarii,18 58 21.31,-31 02 09.1,6.09,agittariu
163 G. agittarii,19 19 00.15,-15 32 09.2,6.09,agittariu
148 G. agittarii,19 09 48.13,-19 48 12.4,6.11,agittariu
197 G. agittarii,19 30 54.04,-21 18 43.9,6.11,agittariu
232 G. agittarii,19 48 03.01,-13 42 12.8,6.11,agittariu
258 G. agittarii,20 00 26.47,-43 02 36.0,6.11,agittariu
108 G. agittarii,18 52 37.05,-29 22 46.4,6.12,agittariu
38 G. agittarii,18 10 55.35,-33 48 00.2,6.13,agittariu
178 G. agittarii,19 24 21.45,-43 43 19.4,6.13,agittariu
V4333 agittarii,19 36 26.06,-18 51 10.4,6.13,agittariu
62 G. agittarii,18 25 21.70,-35 59 31.3,6.14,agittariu
123 G. agittarii,18 58 24.83,-22 31 46.3,6.14,agittariu
224 G. agittarii,19 43 37.62,-37 32 19.4,6.14,agittariu
58 G. agittarii,18 22 00.13,-28 25 47.8,6.15,agittariu
3 G. agittarii,17 47 45.60,-22 28 40.0,6.18,agittariu
63 Ophiuchi,17 54 54.04,-24 53 13.5,6.18,agittariu
49 G. agittarii,18 17 24.08,-28 39 07.3,6.18,agittariu
70 agittarii,18 21 31.36,-24 54 55.0,6.19,agittariu
71 G. agittarii,18 27 56.48,-17 48 01.3,6.19,agittariu
280 G. agittarii,20 12 23.86,-42 46 47.3,6.2,agittariu
16 G. agittarii,18 00 00.08,-20 20 22.2,6.22,agittariu
HD 165516,18 07 11.35,-21 26 38.2,6.22,agittariu
26 agittarii,18 41 51.61,-23 50 00.1,6.22,agittariu
HR 7578,19 54 17.82,-23 56 24.3,6.22,agittariu
297 G. agittarii,20 26 53.14,-37 24 09.5,6.24,agittariu
128 G. agittarii,19 01 37.74,-22 41 43.3,6.25,agittariu
HD 179949,19 15 33.15,-24 10 44.8,6.25,agittariu
V4199 agittarii,19 21 37.11,-19 14 03.9,6.25,agittariu
6 agittarii,18 01 23.12,-17 09 24.7,6.27,agittariu
206 G. agittarii,19 35 33.46,-12 15 11.0,6.27,agittariu
254 G. agittarii,19 58 56.37,-30 32 17.7,6.27,agittariu
69 G. agittarii,18 28 06.17,-26 45 25.8,6.28,agittariu
109 G. agittarii,18 52 28.32,-26 39 02.2,6.28,agittariu
V4198 agittarii,19 07 08.33,-18 44 17.3,6.28,agittariu
150 G. agittarii,19 11 18.80,-29 30 08.1,6.28,agittariu
30 agittarii,18 50 50.50,-22 09 43.6,6.29,agittariu
17 G. agittarii,18 01 48.30,-36 22 40.1,6.3,agittariu
64 G. agittarii,18 25 54.61,-33 56 44.5,6.3,agittariu
143 G. agittarii,19 08 14.56,-24 39 26.5,6.3,agittariu
282 G. agittarii,20 15 50.59,-30 00 19.1,6.3,agittariu
V4434 agittarii,20 16 23.61,-36 27 12.7,6.3,agittariu
V3894 agittarii,17 48 27.84,-26 58 29.8,6.31,agittariu
68 G. agittarii,18 27 43.76,-26 38 05.1,6.31,agittariu
